"fit.cluster","avg.mhi","avg.attainment.rate","avg.mgmt.rate","avg.enroll","avg.frl.rate","avg.non.english.rate","classification"
7,197895.7,0.8012,0.6812132692,4816.5,0.0353,0.0413968304,"a"
3,120788.527777778,0.584638888888889,0.597860263222222,2428.41666666667,0.0630277777777778,0.0271506349166667,"b"
6,94009.4347826087,0.454869565217391,0.498795307565217,3970.17391304348,0.141826086956522,0.0792719530434783,"c"
5,92168.5128205128,0.370564102564103,0.454688432717949,1155.5641025641,0.12174358974359,0.0161408405384615,"d"
9,73522.7619047619,0.183285714285714,0.276413443380952,1103.19047619048,0.229666666666667,0.022400486047619,"e"
8,71796.3333333333,0.349333333333333,0.347796083333333,12224.6666666667,0.455666666666667,0.375705274666667,"f"
1,71638.3125,0.2485,0.370596640625,4333.625,0.401,0.0810112595625,"g"
4,49662,0.14275,0.25199773025,4387.125,0.656125,0.20925866925,"h"
2,34774.6,0.1168,0.2209919386,17556.4,0.8396,0.3211451642,"i"
